报告编码,医院_伤害,医院_伤害_input,医院_伤害表现,医院_器械故障表现,医院_使用过程,医院_事件原因分析,医院_事件原因分析描述,企业_伤害表现,企业_伤害_input,企业_器械故障表现,企业_使用过程,企业_事件原因分析
1376108032024000804,其他,[CLS]延缓治疗[SEP]下通道报警阻塞无法使用[SEP]24日上午护士准备为患儿注射药物时开机后发现该设备报警下通道阻塞立即停止使用报器械科维修组维修[SEP],延缓治疗,下通道报警阻塞无法使用,24日上午护士准备为患儿注射药物时开机后发现该设备报警下通道阻塞立即停止使用报器械科维修组维修,产品原因（包括说明书等）,多考虑该产品存在质量缺陷,延缓治疗,[CLS]延缓治疗[SEP]下通道报警阻塞无法使用[SEP]24日上午护士准备为患儿注射药物时开机后发现该设备报警下通道阻塞立即停止使用报器械科维修组维修[SEP],下通道报警阻塞无法使用,24日上午护士准备为患儿注射药物时开机后发现该设备报警下通道阻塞立即停止使用报器械科维修组维修,根据检查情况判断故障原因为临床使用期间药液侵入设备未及时清理干粉附着在丝杆套筒外壁与前壳内O型密封圈摩擦堵塞对压力传感器产生的压强值超过中级阻塞阈值产生阻塞报警无法正常进行推注工作
1151510052024000668,其他,[CLS]null[SEP]D0409_设备内或器件内阻塞[SEP]为患者使用多巴酚丁胺微量泵入治疗时微量泵按启动键后注射器后退机器显示堵塞[SEP],null,D0409_设备内或器件内阻塞,为患者使用多巴酚丁胺微量泵入治疗时微量泵按启动键后注射器后退机器显示堵塞,"产品原因（包括说明书等）,无法确定",怀疑卡子结构问题导致看似注射器后退重新校准进行检测,null,[CLS]null[SEP]D0409_设备内或器件内阻塞[SEP]为患者使用多巴酚丁胺微量泵入治疗时微量泵按启动键后注射器后退机器显示堵塞[SEP],D0409_设备内或器件内阻塞,为患者使用多巴酚丁胺微量泵入治疗时微量泵按启动键后注射器后退机器显示堵塞,由于该设备已使用4年设备内部的压力检测值可能因缺乏校准维护导致出现偏差引发了堵塞报警
1151510052024000635,其他,[CLS]无[SEP]D0101_故障提示[SEP]开机即报系统故障6[SEP],无,D0101_故障提示,开机即报系统故障6,"产品原因（包括说明书等）,无法确定",科室日常检查发现该设备开机即报故障,无,[CLS]无[SEP]D0101_故障提示[SEP]开机即报系统故障6[SEP],D0101_故障提示,开机即报系统故障6,该设备已使用4年在临床搬动与转运过程中设备受到跌宕震动导致内部压力传感器插头松动压力值信号传输异常造成报警
1406545002024002470,其他,[CLS]无[SEP]D040504_输送不准[SEP]科室报修该设备在给病人使用时发现运行状态下不走液[SEP],无,D040504_输送不准,科室报修该设备在给病人使用时发现运行状态下不走液,无法确定,null,无,[CLS]无[SEP]D040504_输送不准[SEP]科室报修该设备在给病人使用时发现运行状态下不走液[SEP],D040504_输送不准,科室报修该设备在给病人使用时发现运行状态下不走液,由于该设备已使用11年处于超寿命期使用状态长期临床使用频繁捏合捏柄导致捏柄材质老化开裂而捏柄是固定注射器推杆尾端的装置部件之一控制注射泵的注射器夹张开与闭合当其损伤后无法调节离合器位置
1376108032024000856,其他,[CLS]延缓治疗[SEP]无法充电[SEP]20241231护士准备使用该设备时发现该设备无交流电无法使用立即报器械科维修组维修[SEP],延缓治疗,无法充电,20241231护士准备使用该设备时发现该设备无交流电无法使用立即报器械科维修组维修,产品原因（包括说明书等）,无法充电,延缓治疗,[CLS]延缓治疗[SEP]无法充电[SEP]20241231护士准备使用该设备时发现该设备无交流电无法使用立即报器械科维修组维修[SEP],无法充电,20241231护士准备使用该设备时发现该设备无交流电无法使用立即报器械科维修组维修,该设备已使用5年长期临床使用导致电源板老化故障而电源板是设备的供电模块当发生故障时无法为电池充电
1376108032024000700,其他,[CLS]延缓治疗[SEP]启动后无反应不推药[SEP]20241128护士在准备为患儿注射药物时发现该注射泵开机无反应不推药立即停止使用报器械科维修[SEP],延缓治疗,启动后无反应不推药,20241128护士在准备为患儿注射药物时发现该注射泵开机无反应不推药立即停止使用报器械科维修,产品原因（包括说明书等）,多考虑该产品存在质量缺陷,延缓治疗,[CLS]延缓治疗[SEP]启动后无反应不推药[SEP]20241128护士在准备为患儿注射药物时发现该注射泵开机无反应不推药立即停止使用报器械科维修[SEP],启动后无反应不推药,20241128护士在准备为患儿注射药物时发现该注射泵开机无反应不推药立即停止使用报器械科维修,该设备已使用超过7年临床使用过程中不慎将药液洒落未及时清理药液流入按键与主控板间隙内长期累积导致按键与主控板接触不良
1376108032024000714,其他,[CLS]无[SEP]开机后报警异常5[SEP]12月2日护士准备为患儿注射药物时打开设备开机后报警异常5无法使用立即报器械科维修组维修[SEP],无,开机后报警异常5,12月2日护士准备为患儿注射药物时打开设备开机后报警异常5无法使用立即报器械科维修组维修,产品原因（包括说明书等）,多考虑该产品存在质量缺陷,无,[CLS]无[SEP]开机后报警异常5[SEP]12月2日护士准备为患儿注射药物时打开设备开机后报警异常5无法使用立即报器械科维修组维修[SEP],开机后报警异常5,12月2日护士准备为患儿注射药物时打开设备开机后报警异常5无法使用立即报器械科维修组维修,1异常5是一种检测设备内部压力值状态的预防性报警当设备内压力传感器检测的压力值偏高或偏低时会触发报警2因设备已使用11年在长期临床使用过程中有残留的药液渗入机器内部附着在压力传感器表面导致传感器感应不灵敏从而检测到的压力值异常触发报警
1376108032024000805,其他,[CLS]延缓治疗[SEP]按键失灵无法开关机[SEP]24日护士准备为患儿注射药物时发现该设备开关机无反应立即报器械科维修组维修[SEP],延缓治疗,按键失灵无法开关机,24日护士准备为患儿注射药物时发现该设备开关机无反应立即报器械科维修组维修,产品原因（包括说明书等）,无法开关机,延缓治疗,[CLS]延缓治疗[SEP]按键失灵无法开关机[SEP]24日护士准备为患儿注射药物时发现该设备开关机无反应立即报器械科维修组维修[SEP],按键失灵无法开关机,24日护士准备为患儿注射药物时发现该设备开关机无反应立即报器械科维修组维修,该设备已使用超过7年长期临床使用导致主控板老化故障按下开关机按键时信号无法正常传递
1253717032024000805,其他,[CLS]无[SEP]无法进行推注使用时机器报警[SEP]2024年11月18日介入室护士使用注射泵给患者进行药物注射开机使用时机器报警无法进行推注药物立即换备用机由于处理及时未对患者造成不良影响随即报修至器械科[SEP],无,无法进行推注使用时机器报警,2024年11月18日介入室护士使用注射泵给患者进行药物注射开机使用时机器报警无法进行推注药物立即换备用机由于处理及时未对患者造成不良影响随即报修至器械科,无法确定,原因不明无法确定,无,[CLS]无[SEP]无法进行推注使用时机器报警[SEP]2024年11月18日介入室护士使用注射泵给患者进行药物注射开机使用时机器报警无法进行推注药物立即换备用机由于处理及时未对患者造成不良影响随即报修至器械科[SEP],无法进行推注使用时机器报警,2024年11月18日介入室护士使用注射泵给患者进行药物注射开机使用时机器报警无法进行推注药物立即换备用机由于处理及时未对患者造成不良影响随即报修至器械科,由于该设备长期未进行注射器校准设备内存储的注射器信息与实际上泵的注射器信息不符导致设备无法准确识别上泵的注射器规格
1253717032024000807,其他,[CLS]无[SEP]机器运行时出现异常报警提示[SEP]2024年11月15日17时54分科室护士使用注射泵为病人注射药物时设置好注射泵泵速后机器运行良好2024年11月18日14时10分机器出现报警异提示值班护士立即对机器重新设置泵速后启动机器约30秒后又出现异常提示值班护士立即停止使用该机器并启用备用机由于过程处理及时未对患者造成不良影响[SEP],无,机器运行时出现异常报警提示,2024年11月15日17时54分科室护士使用注射泵为病人注射药物时设置好注射泵泵速后机器运行良好2024年11月18日14时10分机器出现报警异提示值班护士立即对机器重新设置泵速后启动机器约30秒后又出现异常提示值班护士立即停止使用该机器并启用备用机由于过程处理及时未对患者造成不良影响,产品原因（包括说明书等）,机械内部问题长时间使用可能导致注射泵的齿轮传动带等机械部件磨损影响注射泵的使用传感器故障压力传感器或流量传感器出现问题,无,[CLS]无[SEP]机器运行时出现异常报警提示[SEP]2024年11月15日17时54分科室护士使用注射泵为病人注射药物时设置好注射泵泵速后机器运行良好2024年11月18日14时10分机器出现报警异提示值班护士立即对机器重新设置泵速后启动机器约30秒后又出现异常提示值班护士立即停止使用该机器并启用备用机由于过程处理及时未对患者造成不良影响[SEP],机器运行时出现异常报警提示,2024年11月15日17时54分科室护士使用注射泵为病人注射药物时设置好注射泵泵速后机器运行良好2024年11月18日14时10分机器出现报警异提示值班护士立即对机器重新设置泵速后启动机器约30秒后又出现异常提示值班护士立即停止使用该机器并启用备用机由于过程处理及时未对患者造成不良影响,该设备已使用9年长期临床使用在转运过程中设备受到跌宕震动导致内部压力传感器插头松动压力值信号传输异常造成报警
1253705122024000905,其他,[CLS]尚未造成伤害[SEP]注射器插入电源不显示充电[SEP]20241213患者因脑梗死收入神经内科遵医嘱给予病人替罗非班5mlh持续静脉泵入插入电源时发现不显示充电设备故障立即更换注射泵通知设备科给予检查维修[SEP],尚未造成伤害,注射器插入电源不显示充电,20241213患者因脑梗死收入神经内科遵医嘱给予病人替罗非班5mlh持续静脉泵入插入电源时发现不显示充电设备故障立即更换注射泵通知设备科给予检查维修,产品原因（包括说明书等）,设备故障,尚未造成伤害,[CLS]尚未造成伤害[SEP]注射器插入电源不显示充电[SEP]20241213患者因脑梗死收入神经内科遵医嘱给予病人替罗非班5mlh持续静脉泵入插入电源时发现不显示充电设备故障立即更换注射泵通知设备科给予检查维修[SEP],注射器插入电源不显示充电,20241213患者因脑梗死收入神经内科遵医嘱给予病人替罗非班5mlh持续静脉泵入插入电源时发现不显示充电设备故障立即更换注射泵通知设备科给予检查维修,因该设备已使用5年长期临床使用电源板上元器件的焊接点发生氧化脱焊从而无法正常为设备供电
